"id","basket_value","date","day","Item_1","Item_2","Item_3","Item_4","Item_5","Item_6","Item_7","Item_8","Item_9","Item_10","Item_11","Item_12","Item_13","Item_14","Item_15","Item_16","Item_17","Item_18","Item_19","Item_20","Item_21","Item_22","Item_23","Item_24","Item_25","Item_26","Item_27","Item_28","Item_29","Item_30","Item_31","Item_32"
4682,17.7,"7/6/2023","Thursday","organic sausage","turkey","tropical fruit","pip fruit","root vegetables","other vegetables","whole milk","dessert","butter milk","yogurt","cream cheese ","processed cheese","white bread","sauces","bottled beer","waffles","candy","","","","","","","","","","","","","","",""
5939,8.7,"7/21/2023","Friday","tropical fruit","pip fruit","whole milk","yogurt","frozen meals","rolls/buns","soda","candy","kitchen towels","","","","","","","","","","","","","","","","","","","","","","",""
8992,1.7,"6/5/2023","Monday","soda","canned beer","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
7437,1.2,"7/29/2023","Saturday","hamburger meat","whole milk","sliced cheese","pasta","shopping bags","","","","","","","","","","","","","","","","","","","","","","","","","","",""
7502,6.3,"5/23/2023","Tuesday","frankfurter","rolls/buns","pastry","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
7855,2.3,"6/5/2023","Monday","citrus fruit","whole milk","snack products","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
2298,4.3,"7/5/2023","Wednesday","frankfurter","tropical fruit","dessert","rolls/buns","brown bread","seasonal products","flower (seeds)","","","","","","","","","","","","","","","","","","","","","","","","",""
5947,1.7,"5/31/2023","Wednesday","chicken","soda","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
3673,7.8,"7/17/2023","Monday","sausage","root vegetables","other vegetables","brown bread","long life bakery product","","","","","","","","","","","","","","","","","","","","","","","","","","",""
8474,8.4,"7/7/2023","Friday","sausage","hamburger meat","onions","other vegetables","rolls/buns","coffee","","","","","","","","","","","","","","","","","","","","","","","","","",""
815,1.6,"5/23/2023","Tuesday","root vegetables","pot plants","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
2283,5.1,"6/29/2023","Thursday","curd","whipped/sour cream","pudding powder","candy","flower (seeds)","shopping bags","","","","","","","","","","","","","","","","","","","","","","","","","",""
7515,5.2,"5/23/2023","Tuesday","citrus fruit","berries","pastry","male cosmetics","hygiene articles","","","","","","","","","","","","","","","","","","","","","","","","","","",""
1453,4.1,"5/18/2023","Thursday","pastry","sugar","bottled beer","long life bakery product","shopping bags","","","","","","","","","","","","","","","","","","","","","","","","","","",""
1969,2.6,"","Friday","whole milk","bottled water","fruit/vegetable juice","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
2682,2.9,"6/25/2023","Sunday","pork","root vegetables","onions","other vegetables","margarine","sugar","spices","","","","","","","","","","","","","","","","","","","","","","","","",""
6603,5.5,"5/27/2023","Saturday","frankfurter","citrus fruit","onions","other vegetables","canned beer","chocolate","","","","","","","","","","","","","","","","","","","","","","","","","",""
1458,2.2,"6/6/2023","Tuesday","rolls/buns","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
6737,3.9,"6/19/2023","Monday","beef","rolls/buns","dog food","soda","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
9459,9.4,"7/25/2023","Tuesday","sausage","citrus fruit","tropical fruit","other vegetables","tidbits","shopping bags","","","","","","","","","","","","","","","","","","","","","","","","","",""
1305,2.5,"6/7/2023","Wednesday","herbs","other vegetables","whole milk","butter","white bread","margarine","misc. beverages","hygiene articles","shopping bags","","","","","","","","","","","","","","","","","","","","","","",""
9465,2.1,"6/6/2023","Tuesday","tropical fruit","misc. beverages","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
8126,2.4,"6/2/2023","Friday","frankfurter","citrus fruit","other vegetables","UHT-milk","syrup","seasonal products","newspapers","","","","","","","","","","","","","","","","","","","","","","","","",""
5083,4.9,"7/5/2023","Wednesday","frankfurter","tropical fruit","root vegetables","whole milk","sugar","mustard","popcorn","","","","","","","","","","","","","","","","","","","","","","","","",""
8644,1.1,"7/31/2023","Monday","citrus fruit","newspapers","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
6700,9.1,"7/25/2023","Tuesday","frankfurter","sausage","hamburger meat","pip fruit","other vegetables","whole milk","dessert","frozen meals","domestic eggs","soda","","","","","","","","","","","","","","","","","","","","","",""
9274,2.2,"6/7/2023","Wednesday","domestic eggs","rolls/buns","margarine","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
1275,2.4,"6/3/2023","Saturday","pork","citrus fruit","other vegetables","domestic eggs","margarine","canned beer","","","","","","","","","","","","","","","","","","","","","","","","","",""
677,5.6,"5/17/2023","Wednesday","yogurt","pastry","coffee","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
7295,7.2,"5/23/2023","Tuesday","pastry","specialty chocolate","female sanitary products","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
4872,2.6,"6/10/2023","Saturday","whole milk","bottled water","rum","waffles","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
8722,1.4,"7/23/2023","Sunday","bottled water","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
4770,8.4,"7/16/2023","Sunday","liver loaf","root vegetables","onions","UHT-milk","cream cheese ","soda","flower (seeds)","","","","","","","","","","","","","","","","","","","","","","","","",""
8758,10.9,"5/24/2023","Wednesday","turkey","yogurt","rolls/buns","pastry","margarine","bottled water","soda","fruit/vegetable juice","canned beer","","","","","","","","","","","","","","","","","","","","","","",""
4901,3.4,"6/16/2023","Friday","meat","whole milk","rolls/buns","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
2796,2.1,"5/19/2023","Friday","tropical fruit","onions","spread cheese","coffee","canned beer","liquor (appetizer)","red/blush wine","dental care","light bulbs","newspapers","","","","","","","","","","","","","","","","","","","","","",""
8891,7.6,"7/24/2023","Monday","frankfurter","meat","pork","root vegetables","onions","whole milk","beverages","mayonnaise","soda","chocolate","","","","","","","","","","","","","","","","","","","","","",""
555,3.9,"6/30/2023","Friday","rolls/buns","soda","snack products","newspapers","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
7698,10.5,"5/23/2023","Tuesday","other vegetables","curd","whipped/sour cream","pastry","baking powder","canned fruit","","","","","","","","","","","","","","","","","","","","","","","","","",""
1306,1.6,"6/2/2023","Friday","grapes","root vegetables","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
3689,9.9,"7/15/2023","Saturday","ham","citrus fruit","butter milk","yogurt","cream cheese ","rolls/buns","dog food","female sanitary products","napkins","pot plants","","","","","","","","","","","","","","","","","","","","","",""
5988,2.1,"6/7/2023","Wednesday","tropical fruit","packaged fruit/vegetables","sliced cheese","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
4716,9.8,"7/14/2023","Friday","frankfurter","sausage","tropical fruit","root vegetables","whole milk","sliced cheese","frozen vegetables","mustard","pickled vegetables","salty snack","","","","","","","","","","","","","","","","","","","","","",""
1460,10.2,"5/18/2023","Thursday","sausage","whole milk","brown bread","pastry","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
286,5.3,"5/17/2023","Wednesday","whole milk","frozen meals","pastry","fruit/vegetable juice","waffles","","","","","","","","","","","","","","","","","","","","","","","","","","",""
4834,7.4,"5/21/2023","Sunday","tropical fruit","pip fruit","whole milk","pastry","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
7479,4.3,"7/3/2023","Monday","tropical fruit","rolls/buns","newspapers","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
5734,13.3,"7/28/2023","Friday","ham","chicken","citrus fruit","other vegetables","whole milk","yogurt","whipped/sour cream","bottled beer","chocolate","softener","pot plants","","","","","","","","","","","","","","","","","","","","",""
5637,1.2,"7/28/2023","Friday","whole milk","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
3231,4.9,"6/16/2023","Friday","sausage","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
9269,1.6,"5/22/2023","Monday","root vegetables","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
8829,6.6,"5/24/2023","Wednesday","meat","pork","other vegetables","whole milk","sliced cheese","pastry","sugar","Instant food products","kitchen towels","","","","","","","","","","","","","","","","","","","","","","",""
4849,9.7,"7/21/2023","Friday","whole milk","butter milk","yogurt","rolls/buns","white bread","mustard","pickled vegetables","sweet spreads","canned fish","soda","misc. beverages","long life bakery product","specialty chocolate","shopping bags","","","","","","","","","","","","","","","","","",""
9782,11.2,"7/22/2023","Saturday","sausage","whole milk","whipped/sour cream","sliced cheese","coffee","","","","","","","","","","","","","","","","","","","","","","","","","","",""
9106,13.4,"7/29/2023","Saturday","meat","root vegetables","other vegetables","dessert","yogurt","whipped/sour cream","rolls/buns","potato products","soda","misc. beverages","napkins","photo/film","","","","","","","","","","","","","","","","","","","",""
7980,3.8,"6/25/2023","Sunday","tropical fruit","soda","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
9784,1.2,"7/30/2023","Sunday","whole milk","bottled beer","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
8419,1.7,"6/8/2023","Thursday","soda","misc. beverages","salty snack","chewing gum","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
341,7.2,"7/16/2023","Sunday","sausage","citrus fruit","whole milk","canned beer","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
5946,1.2,"7/28/2023","Friday","whole milk","bottled beer","rum","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
1325,2.9,"6/15/2023","Thursday","whole milk","canned fish","soda","bottled beer","hygiene articles","candles","","","","","","","","","","","","","","","","","","","","","","","","","",""
1622,1.3,"7/23/2023","Sunday","pork","onions","other vegetables","butter milk","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
6494,2.1,"5/27/2023","Saturday","tropical fruit","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
8931,12.7,"7/6/2023","Thursday","sausage","citrus fruit","tropical fruit","berries","root vegetables","other vegetables","condensed milk","curd cheese","roll products ","pasta","oil","coffee","soda","fruit/vegetable juice","bottled beer","abrasive cleaner","bathroom cleaner","napkins","","","","","","","","","","","","","",""
5979,7.9,"7/22/2023","Saturday","grapes","root vegetables","whole milk","curd","whipped/sour cream","jam","","","","","","","","","","","","","","","","","","","","","","","","","",""
